elevation;latitude;longitude;speedD;speedE;speedN;timestamp;run;tf_id;device;athlete;start_date;activity_id;activity_name;type;sport;discipline;discipline_from_name;sport_from_name;run_athlete;run_date_athlete;speed_kmh
542.465;-54.7185039;-67.976015;3.996;-5.775;-15.18;20240907T152346800000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;60.21288
542.13;-54.7185174;-67.9760232;3.909;-5.331;-14.932;20240907T152346900000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;58.78764
541.653;-54.7185305;-67.976032;4.002;-5.658;-14.876;20240907T152347000000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;59.07996
541.1;-54.7185432;-67.9760402;4.178;-5.474;-14.726;20240907T152347100000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;58.52376
540.465;-54.7185563;-67.9760486;4.442;-5.529;-15.111;20240907T152347200000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;60.09336
539.924;-54.7185696;-67.9760559;4.555;-4.843;-15.137;20240907T152347300000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;59.51772
539.546;-54.7185839;-67.9760579;4.441;-1.815;-15.658;20240907T152347400000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;58.9554
539.142;-54.7185975;-67.9760587;4.375;-0.736;-15.249;20240907T152347500000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;57.17268
538.772;-54.718611;-67.9760584;4.275;0.04;-14.927;20240907T152347600000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;55.89792
538.297;-54.7186246;-67.9760582;4.335;0.112;-15.246;20240907T152347700000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;57.06252
537.685;-54.7186381;-67.9760578;4.569;0.069;-15.458;20240907T152347800000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;58.02948
537.071;-54.7186515;-67.9760582;4.773;-0.256;-15.363;20240907T152347900000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;57.92184
536.498;-54.7186647;-67.9760603;4.893;-1.162;-14.968;20240907T152348000000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;56.84508
536.194;-54.7186784;-67.9760668;4.65;-3.28;-14.851;20240907T152348100000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;57.25404
535.822;-54.7186912;-67.9760743;4.524;-4.362;-14.196;20240907T152348200000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;55.88928
535.573;-54.7187043;-67.9760836;4.243;-5.478;-14.219;20240907T152348300000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;56.94264
535.249;-54.7187163;-67.9760925;4.092;-5.584;-13.382;20240907T152348400000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;54.23976
534.87;-54.7187289;-67.9761015;4.046;-5.736;-13.867;20240907T152348500000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;55.95264
534.448;-54.7187417;-67.9761096;4.063;-5.333;-14.232;20240907T152348600000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;56.63556
533.981;-54.7187544;-67.9761173;4.138;-5.061;-14.287;20240907T152348700000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;56.56176
533.574;-54.7187675;-67.9761221;4.12;-3.385;-14.574;20240907T152348800000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;55.86768
533.213;-54.7187805;-67.9761233;4.039;-1.135;-14.539;20240907T152348900000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;54.47592
532.836;-54.7187936;-67.9761238;3.992;-0.458;-14.592;20240907T152349000000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;54.48636
532.408;-54.7188064;-67.9761244;4.022;-0.429;-14.402;20240907T152349100000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;53.85312
531.897;-54.7188193;-67.976125;4.168;-0.487;-14.564;20240907T152349200000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;54.5634
531.286;-54.718832;-67.9761255;4.437;-0.478;-14.464;20240907T152349300000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;54.49248
530.604;-54.7188446;-67.9761259;4.764;-0.522;-14.543;20240907T152349400000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;55.12428
529.996;-54.7188572;-67.9761286;4.943;-1.651;-14.278;20240907T152349500000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;54.71784
529.458;-54.7188691;-67.9761346;4.997;-3.541;-13.481;20240907T152349600000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;53.3052
529.158;-54.7188815;-67.9761445;4.713;-5.772;-13.296;20240907T152349700000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;54.87048
528.923;-54.7188938;-67.9761551;4.368;-6.44;-13.225;20240907T152349800000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;55.2402
528.543;-54.7189056;-67.9761649;4.277;-6.291;-13.138;20240907T152349900000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;54.6534
528.133;-54.7189177;-67.9761747;4.245;-6.326;-13.333;20240907T152350000000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;55.2816
527.696;-54.71893;-67.9761837;4.256;-5.906;-13.71;20240907T152350100000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;55.88208
527.329;-54.7189432;-67.9761905;4.162;-4.597;-14.387;20240907T152350200000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;56.3994
527.054;-54.7189561;-67.9761958;3.948;-3.47;-14.193;20240907T152350300000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;54.486
526.741;-54.7189696;-67.9762004;3.829;-2.98;-14.759;20240907T152350400000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;55.92996
526.475;-54.7189832;-67.9762046;3.657;-2.704;-14.873;20240907T152350500000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;55.99044
526.151;-54.7189967;-67.9762086;3.592;-2.562;-14.901;20240907T152350600000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;55.9458
525.806;-54.7190107;-67.9762131;3.569;-2.791;-15.349;20240907T152350700000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;57.61332
525.51;-54.7190245;-67.9762171;3.478;-2.593;-15.255;20240907T152350800000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;57.09564
525.143;-54.7190379;-67.9762212;3.498;-2.644;-15.095;20240907T152350900000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;56.5884
524.754;-54.7190517;-67.976225;3.548;-2.491;-15.362;20240907T152351000000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;57.4632
524.353;-54.7190655;-67.9762282;3.604;-2.144;-15.377;20240907T152351100000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;57.37896
524.042;-54.7190793;-67.9762297;3.525;-1.144;-15.343;20240907T152351200000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;56.82312
523.857;-54.7190934;-67.976228;3.285;0.757;-15.388;20240907T152351300000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;56.71044
523.612;-54.7191069;-67.9762263;3.164;1.098;-14.966;20240907T152351400000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;55.21032
523.362;-54.7191208;-67.9762248;3.073;1.047;-15.261;20240907T152351500000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;56.169
523.019;-54.7191343;-67.9762238;3.117;0.709;-15.115;20240907T152351600000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;55.61748
522.599;-54.7191478;-67.9762233;3.256;0.327;-15.203;20240907T152351700000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;55.98432
522.124;-54.7191611;-67.9762226;3.445;0.296;-15.145;20240907T152351800000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;55.92492
521.773;-54.7191745;-67.9762248;3.451;-1.051;-14.987;20240907T152351900000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;55.49436
521.413;-54.7191874;-67.97623;3.475;-2.833;-14.516;20240907T152352000000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;54.69336
521.24;-54.7192;-67.9762383;3.249;-4.608;-13.988;20240907T152352100000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;54.29376
521.137;-54.7192124;-67.9762477;2.958;-5.536;-13.497;20240907T152352200000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;53.58636
520.905;-54.7192236;-67.9762562;2.863;-5.428;-12.587;20240907T152352300000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;50.41188
520.534;-54.7192353;-67.9762647;2.976;-5.565;-13.053;20240907T152352400000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;52.1946
519.986;-54.7192466;-67.9762733;3.301;-5.763;-13.088;20240907T152352500000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;52.83612
519.651;-54.7192594;-67.9762814;3.308;-5.281;-13.93;20240907T152352600000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;54.93708
519.379;-54.7192731;-67.9762855;3.233;-2.964;-14.917;20240907T152352700000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;55.9746
519.183;-54.7192858;-67.9762865;3.059;-1.011;-14.398;20240907T152352800000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;53.11476
519.066;-54.719299;-67.9762859;2.804;0.28;-14.435;20240907T152352900000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;52.947
518.862;-54.7193121;-67.9762848;2.7;0.678;-14.422;20240907T152353000000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;52.87752
518.601;-54.719325;-67.9762835;2.684;0.812;-14.432;20240907T152353100000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;52.92684
518.318;-54.719338;-67.9762821;2.7;0.882;-14.462;20240907T152353200000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;53.05788
518.029;-54.7193511;-67.9762813;2.722;0.566;-14.598;20240907T152353300000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;53.49744
517.779;-54.7193641;-67.976282;2.69;-0.154;-14.482;20240907T152353400000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;53.0298
517.567;-54.719377;-67.9762845;2.614;-1.182;-14.324;20240907T152353500000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;52.5906
517.304;-54.7193898;-67.9762881;2.611;-2.06;-14.236;20240907T152353600000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;52.62948
516.965;-54.7194026;-67.9762907;2.699;-1.774;-14.324;20240907T152353700000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;52.86096
516.643;-54.7194153;-67.9762929;2.759;-1.508;-14.285;20240907T152353800000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;52.65684
516.366;-54.7194279;-67.9762936;2.753;-0.641;-14.092;20240907T152353900000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;51.74172
516.239;-54.7194409;-67.9762926;2.559;0.57;-14.222;20240907T152354000000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;52.06176
516.048;-54.7194536;-67.9762912;2.468;0.909;-14.051;20240907T152354100000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;51.462
515.716;-54.7194662;-67.9762905;2.579;0.494;-14.148;20240907T152354200000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;51.80256
515.295;-54.7194788;-67.976289;2.792;0.766;-14.284;20240907T152354300000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;52.4682
514.784;-54.7194909;-67.976288;3.096;0.494;-13.922;20240907T152354400000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;51.37416
514.385;-54.7195032;-67.9762893;3.218;-0.629;-13.846;20240907T152354500000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;51.22404
514.076;-54.7195152;-67.9762937;3.202;-2.381;-13.443;20240907T152354600000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;50.48172
513.843;-54.7195268;-67.9763012;3.084;-4.331;-12.883;20240907T152354700000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;50.1732
513.622;-54.7195383;-67.97631;2.964;-5.343;-12.755;20240907T152354800000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;50.91444
513.325;-54.7195497;-67.976319;2.962;-5.69;-12.632;20240907T152354900000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;51.003
512.961;-54.7195609;-67.9763279;3.05;-5.797;-12.614;20240907T152355000000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;51.16824
512.527;-54.7195724;-67.9763368;3.226;-5.85;-12.965;20240907T152355100000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;52.506
512.092;-54.7195841;-67.9763449;3.367;-5.432;-13.152;20240907T152355200000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;52.641
511.726;-54.7195964;-67.976351;3.391;-4.253;-13.667;20240907T152355300000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;52.95456
511.438;-54.7196093;-67.9763542;3.313;-2.417;-14.197;20240907T152355400000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;53.19864
511.106;-54.7196219;-67.9763574;3.304;-2.143;-14.022;20240907T152355500000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;52.4322
510.82;-54.7196345;-67.9763603;3.238;-1.853;-14.006;20240907T152355600000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;52.17984
510.536;-54.7196469;-67.9763643;3.179;-2.437;-13.733;20240907T152355700000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;51.49908
510.271;-54.7196591;-67.9763683;3.101;-2.537;-13.551;20240907T152355800000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;50.87124
510.104;-54.719672;-67.9763742;2.906;-3.435;-13.883;20240907T152355900000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;52.53804
509.813;-54.7196847;-67.9763804;2.903;-3.905;-14.124;20240907T152356000000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;53.77932
509.439;-54.7196974;-67.976386;3.012;-3.686;-14.237;20240907T152356100000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;54.04212
509.019;-54.7197098;-67.9763915;3.169;-3.677;-14.102;20240907T152356200000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;53.69076
508.559;-54.7197225;-67.9763966;3.361;-3.462;-14.327;20240907T152356300000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;54.42372
508.091;-54.7197353;-67.976401;3.53;-3.043;-14.501;20240907T152356400000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;54.8334
507.755;-54.7197485;-67.9764024;3.499;-1.31;-14.649;20240907T152356500000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;54.42444
507.534;-54.7197615;-67.9764005;3.309;0.822;-14.312;20240907T152356600000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;52.965
507.273;-54.7197746;-67.9763986;3.206;1.214;-14.438;20240907T152356700000;5;96688;14043;AS2 Athlete2;07.09.2024;17029;2024_09_07_AS_SL_Ushuaia;training;alpine_ski;SL;SL;AS;5AS2 Athlete2;52024-09-07AS2 Athlete2;53.42184
